dust_value,accel_x,accel_y,accel_z,road_label,dust_label
0.0,6972,-2208,-13404,Pothole Detected,Normal Air Quality
0.103,-4996,-3364,-15168,Smooth Road,Normal Air Quality
0.3778,-9900,9960,-8908,Smooth Road,Normal Air Quality
0.0,-10412,11528,-3376,Smooth Road,Normal Air Quality
0.461,5228,-804,-15224,Smooth Road,Normal Air Quality
0.0,5228,-804,-15224,Pothole Detected,Normal Air Quality
0.461,5228,-804,-15224,Smooth Road,Normal Air Quality
0.0,15324,2852,-5160,Smooth Road,Normal Air Quality
0.4488,12016,904,-6388,Smooth Road,Normal Air Quality
0.0,-1944,-4544,-14624,Smooth Road,Normal Air Quality
0.3043,-8068,3220,-11180,Smooth Road,Normal Air Quality
0.1369,-3920,420,-16644,Smooth Road,Normal Air Quality
0.0,6276,-2344,-15212,Pothole Detected,Normal Air Quality
0.461,12948,5856,-5932,Smooth Road,Normal Air Quality
0.0,9880,6860,-8908,Smooth Road,Normal Air Quality
0.461,-3056,-1424,-14976,Smooth Road,Normal Air Quality
0.0,-416,-1756,-14688,Smooth Road,Normal Air Quality
0.4433,10112,5908,-11096,Smooth Road,Normal Air Quality
0.0,11968,9728,-6572,Smooth Road,Normal Air Quality
0.2332,3544,-3576,-13244,Pothole Detected,Normal Air Quality
0.461,3544,-3576,-13244,Smooth Road,Normal Air Quality
0.0,3544,-3576,-13244,Pothole Detected,Normal Air Quality
0.1951,3544,-3576,-13244,Pothole Detected,Normal Air Quality
0.0,-7264,-2792,-11796,Smooth Road,Normal Air Quality
0.461,9892,8252,-10620,Smooth Road,Normal Air Quality
0.0,9892,8252,-10620,Smooth Road,Normal Air Quality
0.461,9892,8252,-10620,Smooth Road,Normal Air Quality
0.0,9892,8252,-10620,Smooth Road,Normal Air Quality
0.461,9892,8252,-10620,Smooth Road,Normal Air Quality
0.0,-12524,9664,-7596,Smooth Road,Normal Air Quality
0.461,-12524,9664,-7596,Smooth Road,Normal Air Quality
0.0,2140,3008,-15268,Smooth Road,Normal Air Quality
0.461,10448,13964,-3736,Smooth Road,Normal Air Quality
0.0,10448,13964,-3736,Smooth Road,Normal Air Quality
0.461,10448,13964,-3736,Smooth Road,Normal Air Quality
0.0,10448,13964,-3736,Smooth Road,Normal Air Quality
0.461,-1480,-3504,-18848,Smooth Road,Normal Air Quality
0.0,4804,8864,-11632,Smooth Road,Normal Air Quality
0.118,4804,8864,-11632,Smooth Road,Normal Air Quality
0.2506,4804,8864,-11632,Smooth Road,Normal Air Quality
0.0,4804,8864,-11632,Smooth Road,Normal Air Quality
0.461,4804,8864,-11632,Smooth Road,Normal Air Quality
0.2337,4804,8864,-11632,Smooth Road,Normal Air Quality
0.2984,4804,8864,-11632,Smooth Road,Normal Air Quality
0.0,4804,8864,-11632,Smooth Road,Normal Air Quality
0.461,4804,8864,-11632,Smooth Road,Normal Air Quality
0.0,4804,8864,-11632,Smooth Road,Normal Air Quality
0.461,4804,8864,-11632,Smooth Road,Normal Air Quality
0.0,4804,8864,-11632,Smooth Road,Normal Air Quality
0.461,4804,8864,-11632,Smooth Road,Normal Air Quality
0.0,4804,8864,-11632,Smooth Road,Normal Air Quality
0.461,4804,8864,-11632,Smooth Road,Normal Air Quality
0.0,4804,8864,-11632,Smooth Road,Normal Air Quality
0.461,4804,8864,-11632,Smooth Road,Normal Air Quality
0.0,5792,2352,-13904,Smooth Road,Normal Air Quality
0.4605,5520,8388,-11960,Smooth Road,Normal Air Quality
0.0,6000,6740,-13848,Smooth Road,Normal Air Quality
0.461,6000,6740,-13848,Smooth Road,Normal Air Quality
0.0,3092,10368,-10472,Smooth Road,Normal Air Quality
0.3152,3428,12488,-8264,Smooth Road,Normal Air Quality
0.0,4840,5708,-14360,Smooth Road,Normal Air Quality
0.0,4840,5708,-14360,Smooth Road,Normal Air Quality
0.3174,4148,2524,-15172,Pothole Detected,Normal Air Quality
0.0,3212,7796,-12940,Smooth Road,Normal Air Quality
0.461,3212,7796,-12940,Smooth Road,Normal Air Quality
0.0,3212,7796,-12940,Smooth Road,Normal Air Quality
0.461,3288,-3488,-15520,Smooth Road,Normal Air Quality
0.1871,2996,11152,-10976,Smooth Road,Normal Air Quality
0.461,4152,11736,-10316,Smooth Road,Normal Air Quality
0.0,4152,11736,-10316,Smooth Road,Normal Air Quality
0.3032,4152,11736,-10316,Smooth Road,Normal Air Quality
0.0884,3904,5320,-14456,Smooth Road,Normal Air Quality
0.1956,4340,12280,-10364,Pothole Detected,Normal Air Quality
0.3052,5952,11252,-10220,Smooth Road,Normal Air Quality
0.0,5388,2276,-14940,Smooth Road,Normal Air Quality
0.3343,5136,9488,-11900,Smooth Road,Normal Air Quality
0.0,4568,12780,-8984,Smooth Road,Normal Air Quality
0.461,5028,6308,-14000,Smooth Road,Normal Air Quality
0.0,5828,10560,-10680,Smooth Road,Normal Air Quality
0.3715,5536,13032,-7344,Smooth Road,Normal Air Quality
0.0,5664,4376,-13776,Smooth Road,Normal Air Quality
0.0,5980,780,-14420,Pothole Detected,Normal Air Quality
0.4391,5224,10988,-9912,Smooth Road,Normal Air Quality
0.0,4768,13704,-6380,Smooth Road,Normal Air Quality
0.461,7012,4852,-14072,Smooth Road,Normal Air Quality
0.0,6476,8340,-12568,Smooth Road,Normal Air Quality
0.461,4824,12204,-8672,Smooth Road,Normal Air Quality
0.0,4060,14816,-4612,Smooth Road,Normal Air Quality
0.1871,8060,10428,-9520,Smooth Road,Normal Air Quality
0.0921,7916,5676,-13036,Smooth Road,Normal Air Quality
0.0,5636,12920,-6984,Smooth Road,Normal Air Quality
0.461,8392,8016,-11524,Smooth Road,Normal Air Quality
0.0,4956,14124,-5552,Smooth Road,Normal Air Quality
0.4569,7404,10872,-9180,Smooth Road,Normal Air Quality
0.0,7404,10872,-9180,Smooth Road,Normal Air Quality
0.461,7404,10872,-9180,Smooth Road,Normal Air Quality
0.0,7404,10872,-9180,Smooth Road,Normal Air Quality
0.461,7404,10872,-9180,Smooth Road,Normal Air Quality
0.0,7404,10872,-9180,Smooth Road,Normal Air Quality
0.461,7404,10872,-9180,Smooth Road,Normal Air Quality
0.0,7404,10872,-9180,Smooth Road,Normal Air Quality
0.244,7404,10872,-9180,Smooth Road,Normal Air Quality
0.0322,7404,10872,-9180,Smooth Road,Normal Air Quality
0.0,7404,10872,-9180,Smooth Road,Normal Air Quality
0.0,7404,1628,-13500,Pothole Detected,Normal Air Quality
0.0095,8736,5252,-12972,Smooth Road,Normal Air Quality
0.0,6812,3244,-13416,Smooth Road,Normal Air Quality
0.0,5988,3432,-15304,Smooth Road,Normal Air Quality
0.1536,5860,10604,-10356,Smooth Road,Normal Air Quality
0.0,6888,6244,-12752,Smooth Road,Normal Air Quality
0.461,10460,7032,-9184,Smooth Road,Normal Air Quality
0.0,12008,7964,-7552,Smooth Road,Normal Air Quality
0.461,10208,1508,-12964,Smooth Road,Normal Air Quality
0.0454,7240,8048,-11316,Smooth Road,Normal Air Quality
0.461,5584,14028,-6700,Smooth Road,Normal Air Quality
0.0,11440,9988,-7256,Smooth Road,Normal Air Quality
0.0129,9492,436,-13048,Pothole Detected,Normal Air Quality
0.4546,10792,6516,-10312,Smooth Road,Normal Air Quality
0.0,7488,12308,-7644,Smooth Road,Normal Air Quality
0.4494,9212,8980,-10548,Smooth Road,Normal Air Quality
0.0,9016,8460,-10780,Smooth Road,Normal Air Quality
0.0,9380,7344,-11444,Smooth Road,Normal Air Quality
0.0,7316,3280,-13888,Smooth Road,Normal Air Quality
0.0,10288,7156,-11764,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.2635,9808,4416,-11972,Smooth Road,Normal Air Quality
0.056,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.4358,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0907,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,9808,4416,-11972,Smooth Road,Normal Air Quality
0.0426,9808,4416,-11972,Smooth Road,Normal Air Quality
0.461,7092,3168,-14316,Smooth Road,Normal Air Quality
0.0,10584,5936,-12808,Smooth Road,Normal Air Quality
0.3563,10476,7224,-10404,Smooth Road,Normal Air Quality
0.0,9940,5956,-9560,Smooth Road,Normal Air Quality
0.3667,12892,10068,872,Smooth Road,Normal Air Quality
0.0,11476,11756,364,Smooth Road,Normal Air Quality
0.1258,7828,15788,-2700,Smooth Road,Normal Air Quality
0.1737,8100,8748,-9720,Smooth Road,Normal Air Quality
0.0,9912,332,-13076,Pothole Detected,Normal Air Quality
0.461,10436,-1400,-10432,Smooth Road,Normal Air Quality
0.0,14116,7216,-4156,Smooth Road,Normal Air Quality
0.4122,9768,13448,2552,Smooth Road,Normal Air Quality
0.0,7388,14784,1852,Smooth Road,Normal Air Quality
0.3492,11520,12352,584,Pothole Detected,Normal Air Quality
0.0,11368,11328,-1768,Smooth Road,Normal Air Quality
0.1915,13252,-1712,-11096,Smooth Road,Normal Air Quality
0.3078,13252,-1712,-11096,Smooth Road,Normal Air Quality
0.0,13252,-1712,-11096,Pothole Detected,Normal Air Quality
0.461,13252,-1712,-11096,Smooth Road,Normal Air Quality
0.0,13252,-1712,-11096,Pothole Detected,Normal Air Quality
0.461,13252,-1712,-11096,Smooth Road,Normal Air Quality
0.0,13252,-1712,-11096,Pothole Detected,Normal Air Quality
0.3318,13252,-1712,-11096,Smooth Road,Normal Air Quality
0.0,13252,-1712,-11096,Pothole Detected,Normal Air Quality
0.4002,13252,-1712,-11096,Smooth Road,Normal Air Quality
0.0,13252,-1712,-11096,Pothole Detected,Normal Air Quality
0.287,13252,-1712,-11096,Smooth Road,Normal Air Quality
0.0,13252,-1712,-11096,Pothole Detected,Normal Air Quality
0.461,13252,-1712,-11096,Smooth Road,Normal Air Quality
0.0,-7528,652,-13284,Smooth Road,Normal Air Quality
0.461,-628,4500,-16048,Smooth Road,Normal Air Quality
0.0,3448,6548,-12168,Smooth Road,Normal Air Quality
0.4335,12968,7792,-7676,Smooth Road,Normal Air Quality
0.0,14452,9476,-4836,Smooth Road,Normal Air Quality
0.461,14452,9476,-4836,Smooth Road,Normal Air Quality
0.0,5308,2472,-14560,Smooth Road,Normal Air Quality
0.3041,3172,776,-14832,Smooth Road,Normal Air Quality
0.0415,-2696,-5768,-13972,Smooth Road,Normal Air Quality
0.0,-2696,-5768,-13972,Smooth Road,Normal Air Quality
0.2618,-5692,-7680,-10680,Smooth Road,Normal Air Quality
0.0,-9676,136,-13268,Smooth Road,Normal Air Quality
0.461,-9676,136,-13268,Smooth Road,Normal Air Quality
0.0,4636,4664,-14836,Smooth Road,Normal Air Quality
0.461,16596,3356,-9820,Smooth Road,Normal Air Quality
0.0,15200,8032,6196,Smooth Road,Normal Air Quality
0.461,5956,9008,13980,Smooth Road,Normal Air Quality
0.0,16248,10336,1812,Smooth Road,Normal Air Quality
0.4422,-2036,3548,-17724,Smooth Road,Normal Air Quality
0.0,-2036,3548,-17724,Smooth Road,Normal Air Quality
0.2855,-18380,2808,7840,Smooth Road,Normal Air Quality
0.0522,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.2799,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.2506,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.2924,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.328,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.0,-11752,-9164,5508,Smooth Road,Normal Air Quality
0.461,3100,4576,-15732,Smooth Road,Normal Air Quality
0.0,3100,4576,-15732,Smooth Road,Normal Air Quality
0.461,720,2452,-21140,Smooth Road,Normal Air Quality
0.0,2880,9884,-10484,Smooth Road,Normal Air Quality
0.461,13352,5132,-7188,Smooth Road,Normal Air Quality
0.0,12272,-6964,-8176,Pothole Detected,Normal Air Quality
0.1908,12272,-6964,-8176,Pothole Detected,Normal Air Quality
0.0,-6260,3064,-14292,Smooth Road,Normal Air Quality
0.0,580,7684,-13476,Smooth Road,Normal Air Quality
0.461,2128,2968,-13668,Smooth Road,Normal Air Quality
0.0,2128,2968,-13668,Smooth Road,Normal Air Quality
0.461,-6012,-1552,-14200,Smooth Road,Normal Air Quality
0.0,-7196,-1864,-13668,Smooth Road,Normal Air Quality
0.461,-7056,-1732,-14608,Smooth Road,Normal Air Quality
0.0,-5736,-956,-15616,Smooth Road,Normal Air Quality
0.323,-5736,-956,-15616,Smooth Road,Normal Air Quality
0.0,-5736,-956,-15616,Smooth Road,Normal Air Quality
0.3677,-1388,10360,-9812,Smooth Road,Normal Air Quality
0.0,768,11280,-10016,Smooth Road,Normal Air Quality
0.0,1824,12392,-9784,Smooth Road,Normal Air Quality
0.1232,-56,13672,-18344,Smooth Road,Normal Air Quality
0.0,-1640,4832,-15528,Smooth Road,Normal Air Quality
0.461,-1640,4832,-15528,Smooth Road,Normal Air Quality
0.0,-1640,4832,-15528,Smooth Road,Normal Air Quality
0.4339,-1640,4832,-15528,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.4352,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.4335,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.4028,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.245,6072,1860,-16556,Smooth Road,Normal Air Quality
0.1084,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.2144,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.3446,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0638,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.1248,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.4421,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.3491,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0578,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.4065,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.1086,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,6072,1860,-16556,Smooth Road,Normal Air Quality
0.461,6072,1860,-16556,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
0.0,12016,4052,-10116,Smooth Road,Normal Air Quality
